query,answer,domains,subset,base_template,chosen_template
"can you check if dmitri has any overdue tasks? If so, book a 30 minute meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise send them an email saying 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Good work this sprint"", body=""Nice work keeping on top of your tasks this sprint!"")']","['email', 'calendar', 'project_management']",multi_domain,"If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","can you check if {name} has any overdue tasks? If so, book a 30 minute meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise send them an email saying 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'"
"can you check if yuki has any overdue tasks? If so, book a 30 minute meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise send them an email saying 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","['email.send_email.func(recipient=""yuki.tanaka@atlas.com"", subject=""Good work this sprint"", body=""Nice work keeping on top of your tasks this sprint!"")']","['email', 'calendar', 'project_management']",multi_domain,"If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","can you check if {name} has any overdue tasks? If so, book a 30 minute meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise send them an email saying 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'"
"I think kofi might have some overdue tasks. Can you check and if so, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","['calendar.create_event.func(event_name=""Catch up on overdue tasks"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")', 'email.send_email.func(recipient=""kofi.mensah@atlas.com"", subject=""Discuss overdue tasks"", body=""I noticed you have a few overdue tasks - let\'s catch up tomorrow."")']","['email', 'calendar', 'project_management']",multi_domain,"If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","I think {name} might have some overdue tasks. Can you check and if so, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'"
"If chenwei has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","['calendar.create_event.func(event_name=""Catch up on overdue tasks"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")', 'email.send_email.func(recipient=""chenwei.zhang@atlas.com"", subject=""Discuss overdue tasks"", body=""I noticed you have a few overdue tasks - let\'s catch up tomorrow."")']","['email', 'calendar', 'project_management']",multi_domain,"If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'"
"If dmitri has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Good work this sprint"", body=""Nice work keeping on top of your tasks this sprint!"")']","['email', 'calendar', 'project_management']",multi_domain,"If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'","If {name} has any overdue tasks, book a half hour meeting with them called 'Catch up on overdue tasks' at the earliest time I'm free tomorrow and send them an email titled 'Discuss overdue tasks' saying 'I noticed you have a few overdue tasks - let's catch up tomorrow.' Otherwise email them with 'Nice work keeping on top of your tasks this sprint!' titled 'Good work this sprint'"
"If total visits was less than 21 at any time since November 13 make a backlog task 'Improve total visits' for dmitri on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!' ","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""dmitri.ivanov@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' "
"can you check if total visits was more than 10 at any time since November 19? If so, make a task 'Improve total visits' for aisha on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""aisha.chen@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","can you check if {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a task 'Improve {natural_language_metric}' for {name} on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"If engaged users was more than 11 at any time since October 23 make a backlog task 'Improve engaged users' for yuki on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!' ","['email.send_email.func(recipient=""yuki.tanaka@atlas.com"", subject=""Recent engaged users"", body=""I noticed engaged users has been stable, nice work!"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' "
"Was average session duration less than 19 at any time since October 13? If so, make a backlog task called 'Improve average session duration' for dmitri on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve average session duration"", board=""Front end"", assigned_to_email=""dmitri.ivanov@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","Was {natural_language_metric} {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a backlog task called 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"Was total visits less than 10 at any time since October 10? If so, make a backlog task called 'Improve total visits' for dmitri on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""dmitri.ivanov@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","Was {natural_language_metric} {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a backlog task called 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"Was total visits more than 10 at any time since September 17? If so, make a backlog task called 'Improve total visits' for kofi on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""kofi.mensah@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","Was {natural_language_metric} {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a backlog task called 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"If total visits was more than 3 at any time since September 24 make a backlog task 'Improve total visits' for olga on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!' ","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""olga.petrova@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' "
"can you check if engaged users was more than 1 at any time since September 5? If so, make a task 'Improve engaged users' for chenwei on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent engaged users' saying 'I noticed engaged users has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve engaged users"", board=""Front end"", assigned_to_email=""chenwei.zhang@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","can you check if {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a task 'Improve {natural_language_metric}' for {name} on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"Was total visits less than 21 at any time since October 25? If so, make a backlog task called 'Improve total visits' for santiago on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent total visits' saying 'I noticed total visits has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve total visits"", board=""Front end"", assigned_to_email=""santiago.martinez@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","Was {natural_language_metric} {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a backlog task called 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
"can you check if average session duration was less than 41 at any time since October 30? If so, make a task 'Improve average session duration' for leila on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent average session duration' saying 'I noticed average session duration has been stable, nice work!'","['project_management.create_task.func(task_name=""Improve average session duration"", board=""Front end"", assigned_to_email=""leila.azizi@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")']","['analytics', 'email', 'project_management']",multi_domain,"If {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date} make a backlog task 'Improve {natural_language_metric}' for {name} on the front-end board with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!' ","can you check if {natural_language_metric} was {more_or_less} than {threshold} at any time since {natural_language_date}? If so, make a task 'Improve {natural_language_metric}' for {name} on the front-end backlog with a deadline of next Friday otherwise send them an email titled 'Recent {natural_language_metric}' saying 'I noticed {natural_language_metric} has been stable, nice work!'"
can you check the percent growth of engaged users since Wednesday? If it grew by more than total visits make a backlog task called 'Improve total visits' for yuki on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss engaged users' for us at the first time I can do tomorrow,[],"['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,can you check the percent growth of {natural_language_metric} since {day_of_week}? If it grew by more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss {natural_language_metric}' for us at the first time I can do tomorrow
please check the percent growth of engaged users since Friday. If it grew by more than average session duration make a front-end backlog task called 'Improve average session duration' for kofi that's due next Friday and schedule a 30 minute meeting called 'Discuss engaged users' for us at the earliest slot i'm free tomorrow,"['project_management.create_task.func(task_name=""Improve average session duration"", board=""Front end"", assigned_to_email=""kofi.mensah@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")', 'calendar.create_event.func(event_name=""Discuss engaged users"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")']","['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,please check the percent growth of {natural_language_metric} since {day_of_week}. If it grew by more than {natural_language_metric_2} make a front-end backlog task called 'Improve {natural_language_metric_2}' for {name} that's due next Friday and schedule a 30 minute meeting called 'Discuss {natural_language_metric}' for us at the earliest slot i'm free tomorrow
can you check the percent growth of average session duration since Sunday? If it grew by more than engaged users make a backlog task called 'Improve engaged users' for jinsoo on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss average session duration' for us at the first time I can do tomorrow,[],"['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,can you check the percent growth of {natural_language_metric} since {day_of_week}? If it grew by more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss {natural_language_metric}' for us at the first time I can do tomorrow
Check the percent growth of total visits since Wednesday and if was more than engaged users make a backlog task called 'Improve engaged users' for carlos on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss total visits' with them at the first time I can do tomorrow,[],"['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow
can you check the percent growth of average session duration since Saturday? If it grew by more than engaged users make a backlog task called 'Improve engaged users' for chenwei on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss average session duration' for us at the first time I can do tomorrow,"['project_management.create_task.func(task_name=""Improve engaged users"", board=""Front end"", assigned_to_email=""chenwei.zhang@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")', 'calendar.create_event.func(event_name=""Discuss average session duration"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")']","['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,can you check the percent growth of {natural_language_metric} since {day_of_week}? If it grew by more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday and schedule a half-hour meeting called 'Discuss {natural_language_metric}' for us at the first time I can do tomorrow
please check the percent growth of total visits since Wednesday. If it grew by more than engaged users make a front-end backlog task called 'Improve engaged users' for nia that's due next Friday and schedule a 30 minute meeting called 'Discuss total visits' for us at the earliest slot i'm free tomorrow,[],"['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,please check the percent growth of {natural_language_metric} since {day_of_week}. If it grew by more than {natural_language_metric_2} make a front-end backlog task called 'Improve {natural_language_metric_2}' for {name} that's due next Friday and schedule a 30 minute meeting called 'Discuss {natural_language_metric}' for us at the earliest slot i'm free tomorrow
please check the percent growth of total visits since Monday. If it grew by more than average session duration make a front-end backlog task called 'Improve average session duration' for chenwei that's due next Friday and schedule a 30 minute meeting called 'Discuss total visits' for us at the earliest slot i'm free tomorrow,"['project_management.create_task.func(task_name=""Improve average session duration"", board=""Front end"", assigned_to_email=""chenwei.zhang@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")', 'calendar.create_event.func(event_name=""Discuss total visits"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")']","['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,please check the percent growth of {natural_language_metric} since {day_of_week}. If it grew by more than {natural_language_metric_2} make a front-end backlog task called 'Improve {natural_language_metric_2}' for {name} that's due next Friday and schedule a 30 minute meeting called 'Discuss {natural_language_metric}' for us at the earliest slot i'm free tomorrow
please check the percent growth of total visits since Friday. If it grew by more than average session duration make a front-end backlog task called 'Improve average session duration' for nia that's due next Friday and schedule a 30 minute meeting called 'Discuss total visits' for us at the earliest slot i'm free tomorrow,"['project_management.create_task.func(task_name=""Improve average session duration"", board=""Front end"", assigned_to_email=""nia.johnson@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")', 'calendar.create_event.func(event_name=""Discuss total visits"", participant_email=""nia.johnson@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")']","['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,please check the percent growth of {natural_language_metric} since {day_of_week}. If it grew by more than {natural_language_metric_2} make a front-end backlog task called 'Improve {natural_language_metric_2}' for {name} that's due next Friday and schedule a 30 minute meeting called 'Discuss {natural_language_metric}' for us at the earliest slot i'm free tomorrow
Check the percent growth of average session duration since Saturday and if was more than engaged users make a backlog task called 'Improve engaged users' for leila on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow,"['project_management.create_task.func(task_name=""Improve engaged users"", board=""Front end"", assigned_to_email=""leila.azizi@atlas.com"", due_date=""2023-12-08"", list_name=""Backlog"")', 'calendar.create_event.func(event_name=""Discuss average session duration"", participant_email=""leila.azizi@atlas.com"", event_start=""2023-12-01 13:00:00"", duration=""30"")']","['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow
Check the percent growth of average session duration since Friday and if was more than engaged users make a backlog task called 'Improve engaged users' for aisha on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss average session duration' with them at the first time I can do tomorrow,[],"['analytics', 'calendar', 'project_management']",multi_domain,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow,Check the percent growth of {natural_language_metric} since {day_of_week} and if was more than {natural_language_metric_2} make a backlog task called 'Improve {natural_language_metric_2}' for {name} on the front-end board with a deadline of next Friday. Also schedule a half-hour meeting called 'Discuss {natural_language_metric}' with them at the first time I can do tomorrow
"Was engaged users more than 1 at any time since November 6? If so, delete all Raj's leads in the CRM and then send them an email titled 'Reprioritising' saying 'engaged users looks good, so we no longer need you finding new leads'. If not say in the email 'We need you to improve engaged users - TBD.'","['email.send_email.func(recipient=""raj.patel@atlas.com"", subject=""Reprioritising"", body=""We need you to improve engaged users - TBD."")']","['analytics', 'crm', 'email']",multi_domain,"If {natural_language_metric} was more than {threshold} at any time since {natural_language_date} delete {assigned_to_first_name}'s new leads in the CRM and send them an email titled 'Reprioritising'saying '{natural_language_metric} looks good, so we no longer need you finding new leads'.If not say in the email 'We need you to improve {natural_language_metric} - TBD.'","Was {natural_language_metric} more than {threshold} at any time since {natural_language_date}? If so, delete all {assigned_to_first_name}'s leads in the CRM and then send them an email titled 'Reprioritising' saying '{natural_language_metric} looks good, so we no longer need you finding new leads'. If not say in the email 'We need you to improve {natural_language_metric} - TBD.'"
"can you check if engaged users was more than 5 at any time since October 3? If so, delete all the leads assigned to Nadia's in the CRM and send them an email titled 'Reprioritising' saying 'engaged users looks good, so we no longer need you finding new leads'. If not say 'We need you to improve engaged users - TBD.'","['customer_relationship_manager.delete_customer.func(customer_id=""00000117"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000133"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000109"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000115"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000128"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000031"")', 'customer_relationship_manager.delete_customer.func(customer_id=""00000151"")', 'email.send_email.func(recipient=""nadia.moreau@atlas.com"", subject=""Reprioritising"", body=""engaged users looks good, so we no longer need you finding new leads"")']","['analytics', 'crm', 'email']",multi_domain,"If {natural_language_metric} was more than {threshold} at any time since {natural_language_date} delete {assigned_to_first_name}'s new leads in the CRM and send them an email titled 'Reprioritising'saying '{natural_language_metric} looks good, so we no longer need you finding new leads'.If not say in the email 'We need you to improve {natural_language_metric} - TBD.'","can you check if {natural_language_metric} was more than {threshold} at any time since {natural_language_date}? If so, delete all the leads assigned to {assigned_to_first_name}'s in the CRM and send them an email titled 'Reprioritising' saying '{natural_language_metric} looks good, so we no longer need you finding new leads'. If not say 'We need you to improve {natural_language_metric} - TBD.'"
